time cls x y yaw
6.19 9 -0.00208779983455988 1.923610297296403 0.00028889790630425146
6.19 9 5.398179563057492 -3.612268431698328 2.095682269720728
6.191 9 7.765894010136229 5.133507113016183 -2.616902369316705
6.191 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
6.192 2 4.48616 2.69491 -1.9784700000000017
6.19 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
6.191 5 3.0 -0.014978 0.8770609999999999
6.191 10 1.4646191528438781 -7.06934178168475 -1.5860760340824591
6.19 10 2.4645892634078193 -4.088917312899363 1.5864764945087488
6.191 12 4.424269101292653 -0.08331594792789203 1.2757898504906473
6.191 11 1.8879119924512144 -1.1056863821135803 1.4713232445263904
6.191 13 2.9237502175042054 4.543910203155785 1.19377649066275
