time cls x y yaw
5.592 9 -0.0021741799514770196 2.2226102848211604 0.0002888955055165656
5.591 9 5.1649160867752 -3.7473437926348017 2.095682269720181
5.591 9 7.886120804425208 4.92579212093567 -2.6169023693166817
5.591 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
5.592 2 4.48616 2.69491 -1.9784700000000017
5.592 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
5.591 5 3.0 -0.014978 0.8770609999999999
5.592 10 1.469195246436127 -6.769876743046122 -1.586076035242987
5.59 10 2.46929312154756 -4.388880433498904 1.586476493002463
5.59 12 4.336899914272442 -0.3708344258682704 1.2757898504906473
5.591 11 1.8819781123069494 -1.1653689616295038 1.47155300162651
5.592 13 2.933034412151654 4.538507536693024 0.8942764917345056
