time cls x y yaw
6.891 9 -0.0019865406315066067 1.5731103119269556 0.0002889007274087171
6.888 9 5.6699957674735275 -3.4548684284661144 2.0956822697195725
6.891 9 7.625629416799094 5.375841270443522 -2.616902369316715
6.891 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
6.891 2 4.48616 2.69491 -1.9784700000000017
6.891 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
6.891 5 3.0 -0.014978 0.8770609999999999
6.891 10 1.4592714247894236 -7.419300900358327 -1.5860761853773917
6.891 10 2.4590935886435075 -3.7384604003360655 1.586476501884679
6.891 12 4.526030217623704 0.2515641428570741 1.2757898504906473
6.891 11 1.8948581617130817 -1.0360434456360024 1.4712090510442626
6.891 13 2.91146999772563 4.546428560231793 1.5437764921874206
