time cls x y yaw
7.989 9 -0.0018279329236649245 1.0241103348370657 0.00028890513897929243
7.991 9 6.099527677890087 -3.206140343131171 2.095682269719093
7.99 9 7.4054140052553885 5.756305897603792 -2.6169023693164273
7.991 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
7.991 2 4.48616 2.69491 -1.9784700000000017
7.99 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
7.991 5 3.0 -0.014978 0.8770609999999999
7.99 10 1.4590389731390125 -7.423761697694516 -1.5969146394426152
7.991 10 2.450469847437787 -3.188528012603724 1.5864764915239098
7.99 12 4.6857951702627805 0.7773258853871666 1.2757898504906473
7.991 11 1.9057931300550282 -0.9266112306937304 1.4709828901089168
7.991 13 2.892518953451154 4.541635403000714 2.0937737683405424
