time cls x y yaw
0.799 9 -0.002866494940092218 4.619110184822556 0.00028887624808998034
0.799 9 3.2988082765145506 -4.827946680140833 2.0956822697178095
0.799 9 8.846332134812851 3.2668417175194535 -2.6169023693166777
0.799 1 5.3557600000003855 2.0121399999997522 2.2914787074579893e-19
0.799 2 4.48616 2.69491 -1.9784700000000017
0.799 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
0.799 5 3.0 -0.014978 0.8770609999999999
0.799 10 1.50581163196974 -4.373656495199795 -1.5860760362232107
0.799 10 2.5068534333831174 -6.784085948017109 1.5864765024664838
0.799 12 3.640417759268535 -2.6628494491240655 1.275789850490642
0.799 11 1.8567175564422347 -1.5892439736697386 1.5246676293545038
0.799 13 2.9129469897208584 4.474528327449466 -1.5022240908713274
