time cls x y yaw
9.991 9 -0.0015387348612147665 0.023110376614656942 0.00028891318509295845
9.988 9 6.877202405996822 -2.7558139728580078 2.0956822697195725
9.991 9 7.004457646304781 6.449035396191234 -2.6169023693137174
9.989 1 5.3622272283729675 2.0370736748957015 0.0002040433657180465
9.988 2 4.48616 2.69491 -1.9784700000000017
9.99 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
9.991 5 3.0 -0.014978 0.8770609999999999
9.988 10 1.4572627048871147 -7.4223838846018815 -1.6304857947443698
9.991 10 2.434790319355829 -2.1886509439544772 1.58647649707937
9.991 12 4.9767256439725935 1.733067883389805 1.268827438307799
9.991 11 1.9257402200647038 -0.727653492833092 1.4705383324650854
9.99 13 2.8745356002463263 4.512192688480336 3.0932718802332486
