time cls x y yaw
8.49 9 -0.001755561931757151 0.7736103452885782 0.0002889071496794635
8.491 9 6.294238426039006 -3.0933896244847165 2.095682269719093
8.491 9 7.30502463202812 5.929747915990834 -2.61690236931326
8.49 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
8.491 2 4.48616 2.69491 -1.9784700000000017
8.49 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
8.489 5 3.0 -0.014978 0.8770609999999999
8.491 10 1.4550979548670935 -7.4245398499696815 -1.5615170347561622
8.491 10 2.446549965372094 -2.93855874544328 1.586476491675029
8.491 12 4.758627054950809 1.017004350362152 1.2757898504906473
8.49 11 1.9107618801015709 -0.8769705843956666 1.470870821610292
8.491 13 2.885360517924794 4.536219157331394 2.343773764338812
