time cls x y yaw
3.999 9 -0.002404282669573983 3.019110251585168 0.0002888891057875154
3.999 9 4.544957064668567 -4.106342080805026 2.095682269717807
3.998 9 8.205322943255721 4.374308816962404 -2.6169023693206594
3.999 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
3.999 2 4.48616 2.69491 -1.9784700000000017
3.999 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
3.999 5 3.0 -0.014978 0.8770609999999999
3.998 10 1.4813726955641697 -5.972969778749343 -1.5860760239287157
3.999 10 2.481766187400784 -5.184282641573718 1.5864765045169045
3.999 12 4.105611434155369 -1.1319690322060312 1.2757898504906473
3.999 11 1.868863369012556 -1.3217085545626772 1.494598611424597
3.999 13 2.9463182008248046 4.5139497124826375 0.0977758826367486
