time cls x y yaw
5.098 9 -0.0022455368913486045 2.4696102745115858 0.00028889351802125065
5.099 9 4.973320710596724 -3.8582904997828282 2.095682269718766
5.098 9 7.984907153726006 4.755119635776651 -2.6169023693206594
5.098 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
5.098 2 4.48616 2.69491 -1.9784700000000017
5.099 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
5.098 5 3.0 -0.014978 0.8770609999999999
5.098 10 1.4729691863337373 -6.522905575946977 -1.5860760337560036
5.098 10 2.4731502856281002 -4.634850192381297 1.5864764943376468
5.098 12 4.265376386794378 -0.6062072896760515 1.2757898504906473
5.098 11 1.8771033995009903 -1.2144155961304393 1.4716691902821049
5.099 13 2.9392021011417198 4.53216008163602 0.6477758850541432
