time cls x y yaw
7.891 9 -0.001842089266952701 1.0731103327931495 0.0002889047462763322
7.891 9 6.060585528260304 -3.2286904868604602 2.095682269719093
7.891 9 7.42525142631814 5.722032923910519 -2.6169023693150697
7.891 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
7.89 2 4.48616 2.69491 -1.9784700000000017
7.891 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
7.891 5 3.0 -0.014978 0.8770609999999999
7.891 10 1.460241413869934 -7.42392892161119 -1.593098880991926
7.89 10 2.4512616637552656 -3.239021804562757 1.5864764972300403
7.891 12 4.67140324095317 0.7299642725477989 1.2757898504906473
7.891 11 1.904796657827571 -0.9365614515717865 1.4709829622147554
7.891 13 2.8941003898135214 4.5424946795479055 2.0437737770013564
