time cls x y yaw
3.399 9 -0.0024909490373498317 3.3191102390667404 0.00028888669483849986
3.398 9 4.310914745393109 -4.241868444620415 2.0956822697194397
3.399 9 8.325349359560635 4.166940016534914 -2.6169023693166795
3.398 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
3.398 2 4.48616 2.69491 -1.9784700000000017
3.399 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
3.398 5 3.0 -0.014978 0.8770609999999999
3.399 10 1.4859487889430998 -5.673504740113329 -1.5860760313131144
3.399 10 2.4864700458372155 -5.484245762172918 1.5864764974833967
3.399 12 4.01838762015773 -1.4190091100204467 1.2757898504906473
3.399 11 1.8659153207496895 -1.380052825455112 1.5104921460048348
3.398 13 2.945750237804762 4.503187345828739 -0.20272411866110765
