time cls x y yaw
7.091 9 -0.0019576505193498574 1.4731103161001466 0.00028890153116881856
7.091 9 5.749048331222034 -3.4090916366947788 2.0956822697190938
7.091 9 7.585553818702782 5.445079601137029 -2.6169023693166986
7.091 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
7.091 2 4.48616 2.69491 -1.9784700000000017
7.089 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
7.091 5 3.0 -0.014978 0.8770609999999999
7.091 10 1.4580323005004545 -7.424592869511766 -1.5790495638531565
7.092 10 2.4575177957473335 -3.6379727549513365 1.5864764921398697
7.091 12 4.555104822289609 0.3472441687953002 1.2757898504906473
7.091 11 1.8968402645503193 -1.0161507235015823 1.4711222205321082
7.092 13 2.907854475102241 4.546345460413035 1.6442764926191014
