time cls x y yaw
9.091 9 -0.0016687449769727273 0.4731103578333576 0.00028890956913884896
9.09 9 6.5275019023212195 -2.9583142635488247 2.095682269720727
9.091 9 7.18479783773807 6.1374629080709076 -2.6169023693128626
9.09 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
9.091 2 4.48616 2.69491 -1.9784700000000017
9.091 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
9.091 5 3.0 -0.014978 0.8770609999999999
9.091 10 1.4642836908855408 -7.423366222189876 -1.5356811775432366
9.091 10 2.4418461074572884 -2.638595624833335 1.5864765006904764
9.09 12 4.8457054959251185 1.3035660280468768 1.2757898504906473
9.09 11 1.9167419314226708 -0.8172844125769313 1.4707226629101176
9.09 13 2.878874753958566 4.527658060812134 2.6432729209148578
