time cls x y yaw
7.591 9 -0.0018854248873100088 1.2231103265332257 0.0002889035405984344
7.589 9 5.942980236378623 -3.296791920918931 2.095682269716749
7.591 9 7.485364823462808 5.618175427870386 -2.616902369315071
7.591 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
7.591 2 4.48616 2.69491 -1.9784700000000017
7.591 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
7.589 5 3.0 -0.014978 0.8770609999999999
7.591 10 1.4610366545013869 -7.424331591891336 -1.557087274824815
7.591 10 2.45360575350514 -3.3885034263230165 1.5864764936299993
7.588 12 4.627355214884362 0.5850090332515507 1.2757898504906473
7.591 11 1.9018072478981762 -0.9664121101789647 1.4709832076311826
7.591 13 2.8990740503670778 4.544584052248967 1.893774047646646
