time cls x y yaw
4.199 9 -0.002375393719584287 2.9191102557580413 0.0002888899094506033
4.198 9 4.622451942431734 -4.061467294786484 2.0956822697194406
4.199 9 8.165046967175538 4.443893339308913 -2.6169023693166813
4.198 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
4.199 2 4.48616 2.69491 -1.9784700000000017
4.199 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
4.199 5 3.0 -0.014978 0.8770609999999999
4.198 10 1.479844785489801 -6.072958105538674 -1.5860760362911255
4.198 10 2.4802060734822966 -5.084794873269539 1.5864764919979735
4.198 12 4.134540665797919 -1.0367674063975834 1.2757898504906473
4.199 11 1.8701121051270722 -1.302190243849914 1.4901603186709869
4.199 13 2.9457892525821863 4.517509124892606 0.19777588309164015
