time cls x y yaw
1.199 9 -0.0028087195313048533 4.419110193167547 0.0002888778552087965
1.199 9 3.4545768750337604 -4.737746105223862 2.095682269717808
1.199 9 8.766180938620193 3.4053183789064527 -2.616902369316678
1.199 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
1.199 2 4.48616 2.69491 -1.9784700000000017
1.199 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
1.199 5 3.0 -0.014978 0.8770609999999999
1.199 10 1.5027558089867736 -4.573633145730322 -1.5860760246636991
1.199 10 2.5037175274070673 -6.584110537679672 1.5864765040489328
1.199 12 3.6985669688263707 -2.4714893953756096 1.2757898504906473
1.199 11 1.858308133617313 -1.5547871401821052 1.5246676297810453
1.199 13 2.92003337452889 4.475732531431392 -1.302224122856871
