time cls x y yaw
9.69 9 -0.0015822161977324205 0.17361037032962837 0.00028891197174978197
9.691 9 6.76154422159641 -2.8227878997331493 2.095682269719093
9.69 9 7.064771421433517 6.344831708498282 -2.616902369317523
9.689 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
9.691 2 4.48616 2.69491 -1.9784700000000017
9.691 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
9.691 5 3.0 -0.014978 0.8770609999999999
9.691 10 1.4647585624752892 -7.4231892806500515 -1.6101737782862393
9.69 10 2.4371500884355086 -2.3391324427780376 1.5864765035946373
9.69 12 4.932929309922757 1.5906061058612924 1.2757898504906473
9.688 11 1.9227075109178733 -0.7578013128466169 1.4705385774328414
9.69 13 2.875200558579924 4.517546489701741 2.943271882328477
