time cls x y yaw
6.791 9 -0.0020009856574440643 1.62311030984037 0.000288900325531184
6.791 9 5.632221882332683 -3.4767420678826677 2.0956822697190938
6.791 9 7.645667215847266 5.341222105096738 -2.616902369316689
6.791 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
6.791 2 4.48616 2.69491 -1.9784700000000017
6.792 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
6.79 5 3.0 -0.014978 0.8770609999999999
6.791 10 1.460035387810478 -7.36930673708647 -1.5860761837133894
6.788 10 2.45990108478901 -3.789954069361767 1.5864765038884305
6.789 12 4.511202169244127 0.202767329628417 1.2757898504906473
6.79 11 1.8938539984432208 -1.0460933946554327 1.4712091348017824
6.791 13 2.9132673520769554 4.546334527105253 1.4937764919616303
