time cls x y yaw
6.091 9 -0.0021021002763835775 1.9731102952344277 0.00028889751243539184
6.09 9 5.359237413427719 -3.634818575427633 2.095682269720756
6.091 9 7.7859318091843805 5.098887947669419 -2.6169023693166817
6.091 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
6.091 2 4.48616 2.69491 -1.9784700000000017
6.091 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
6.091 5 3.0 -0.014978 0.8770609999999999
6.091 10 1.4653831087263638 -7.019347618314121 -1.5860760364772908
6.091 10 2.465365399632422 -4.1384112278067935 1.5864764917718985
6.091 12 4.409731798961789 -0.13115596089357098 1.2757898504906473
6.091 11 1.8869281622218632 -1.1156262856368557 1.471437616072757
6.091 13 2.9254063593718356 4.543205562134604 1.1437764904595635
