time cls x y yaw
5.199 9 -0.002230947764122499 2.41911027662266 0.00028889392786670396
5.198 9 5.011873438730123 -3.8359658574930826 2.0956822697210016
5.199 9 7.9646689766939796 4.790084992776411 -2.6169023693166813
5.198 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
5.199 2 4.48616 2.69491 -1.9784700000000017
5.199 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
5.198 5 3.0 -0.014978 0.8770609999999999
5.198 10 1.4722052307710312 -6.572899739331644 -1.5860760366973004
5.199 10 2.4723584695749077 -4.584356400414948 1.58647649183255
5.199 12 4.280059062150647 -0.5578888765773028 1.2757898504906473
5.198 11 1.8780917110582247 -1.2044663806908071 1.471651918045109
5.198 13 2.938091439975854 4.533551868558486 0.6972766147948853
