time cls x y yaw
1.999 9 -0.002693167749451843 4.019110209857894 0.00028888106952563595
1.998 9 3.7657246505757196 -4.557570456829827 2.095682269719441
1.999 9 8.605878546235 3.682271701680463 -2.6169023693166777
1.998 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
1.999 2 4.48616 2.69491 -1.9784700000000017
1.998 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
1.999 5 3.0 -0.014978 0.8770609999999999
1.999 10 1.4966441652729714 -4.973586452792054 -1.5860760301301464
1.998 10 2.497453555718939 -6.184659648753657 1.586476498604691
1.998 12 3.814720014472734 -2.089247691717075 1.2757898504906473
1.999 11 1.8608178807247557 -1.500380502062408 1.5246652079923018
1.999 13 2.9327973886727006 4.482189296857361 -0.9022241217141594
