time cls x y yaw
9.891 9 -0.001553180509874756 0.07311037452768819 0.0002889127835407123
9.888 9 6.838260256367039 -2.778364116587303 2.0956822697195725
9.891 9 7.02449544535309 6.414416230844653 -2.616902369313527
9.891 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
9.891 2 4.48616 2.69491 -1.9784700000000017
9.891 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
9.889 5 3.0 -0.014978 0.8770609999999999
9.89 10 1.4600633411451813 -7.422538941265221 -1.6264745974103076
9.891 10 2.4355742952390576 -2.238644797400559 1.5864764914645706
9.891 12 4.962149287611966 1.6867645319291216 1.2757898504906473
9.888 11 1.9247092981779694 -0.7379017621393631 1.4705384144693374
9.889 13 2.87466967006606 4.514005544379116 3.0427718802629142
