time cls x y yaw
1.599 9 -0.002750943801094292 4.219110201512676 0.00028887946235379536
1.599 9 3.610345473552984 -4.647545530306876 2.0956822697178077
1.599 9 8.68602974242758 3.543795040293464 -2.6169023693166777
1.599 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
1.599 2 4.48616 2.69491 -1.9784700000000017
1.599 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
1.599 5 3.0 -0.014978 0.8770609999999999
1.599 10 1.4996999869187926 -4.773609799262243 -1.5860760250491885
1.599 10 2.500581621859648 -6.384135123937869 1.5864765037005586
1.599 12 3.756716178164091 -2.2801293434642584 1.2757898504906473
1.599 11 1.8595947049138746 -1.5269160166318374 1.524667629780396
1.599 13 2.926739300007774 4.478320577535288 -1.1022241225648644
