time cls x y yaw
5.492 9 -0.002188624716402098 2.2726102827346373 0.00028889510366083236
5.491 9 5.125973937145583 -3.7698939363635886 2.0956822697193487
5.491 9 7.906158603473364 4.89117295558892 -2.6169023693166817
5.491 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
5.492 2 4.48616 2.69491 -1.9784700000000017
5.491 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
5.491 5 3.0 -0.014978 0.8770609999999999
5.492 10 1.4699592014708038 -6.719882579648844 -1.586076027278042
5.491 10 2.470069258616223 -4.438374348382615 1.586476500845478
5.492 12 4.322653357986161 -0.41771763857795285 1.2757898504906473
5.492 11 1.8809972214646007 -1.1752202403226917 1.471553080109839
5.491 13 2.9344223749068536 4.537333669136861 0.8437764957596042
