time cls x y yaw
2.598 9 -0.002606647505536614 3.719610222351272 0.0002888834723400404
2.598 9 3.9993775483546163 -4.422269594454355 2.0956822697194397
2.599 9 8.48565175194604 3.8899866937609393 -2.616902369316679
2.599 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
2.598 2 4.48616 2.69491 -1.9784700000000017
2.599 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
2.598 5 3.0 -0.014978 0.8770609999999999
2.599 10 1.4920604324631328 -5.273551433061905 -1.586076024043436
2.599 10 2.4927418573938205 -5.8841965896233965 1.586476504337249
2.599 12 3.9020892014939124 -1.8017292137730012 1.2757898504906473
2.599 11 1.862884993185102 -1.4554227022663218 1.5246171559386947
2.599 13 2.9401509674185453 4.4900437665371244 -0.6022241203943848
